iter	MultiClass
139	0.250371977
140	0.2498982672
141	0.2495558131
142	0.2489829761
143	0.2486087578
144	0.248137091
145	0.2474996577
146	0.2471187703
147	0.2467286135
148	0.2464456646
149	0.2459386576
150	0.2454832157
151	0.2450429753
152	0.2447104658
153	0.24425656
154	0.2437037614
155	0.243112225
156	0.2428392232
157	0.2424950881
158	0.2422031756
159	0.241820224
160	0.241521862
161	0.2410634544
162	0.240767957
163	0.2401652821
164	0.2398854509
165	0.2396655705
166	0.2393663713
167	0.2387386727
168	0.2382285669
169	0.2379659318
170	0.2377021903
171	0.2372326642
172	0.2368856231
173	0.2364557945
174	0.2361347526
175	0.2356150947
176	0.2351051625
177	0.2347555725
178	0.2344851153
179	0.2340904653
180	0.2337578001
181	0.233608948
182	0.2333372174
183	0.233011641
184	0.2326975627
185	0.2322663734
186	0.2317311234
187	0.2311391223
188	0.2307369384
189	0.2304445643
190	0.2299404693
191	0.2296240668
192	0.2291516857
193	0.2289752677
194	0.2284467828
195	0.2281709423
196	0.2278648883
197	0.2276026961
198	0.2273415241
199	0.2270494531
200	0.2266986548
201	0.2264400192
202	0.2262309934
203	0.2258731074
204	0.2255738689
205	0.2252735103
206	0.2249034391
207	0.2246293867
208	0.2241402704
209	0.2239185529
210	0.2234544565
211	0.223155006
212	0.2229190319
213	0.2227293442
214	0.2224291979
215	0.22217892
216	0.2218611767
217	0.221643409
218	0.2213241749
219	0.2209834214
220	0.2205885753
221	0.2203639288
222	0.2200790096
223	0.2198431254
224	0.2195780666
225	0.2193138213
226	0.2189813068
227	0.2188509689
228	0.2186325466
229	0.218389439
230	0.2182352512
231	0.2179771177
232	0.2177627447
233	0.2174604829
234	0.2172642395
235	0.2168244806
236	0.2166423062
237	0.21646579
238	0.2162824469
239	0.216063309
240	0.2157555462
241	0.2154774938
242	0.2151111769
243	0.2148864259
244	0.2146527967
245	0.2144313494
246	0.2141357603
247	0.2138807861
248	0.2137578619
249	0.2136356147
250	0.2132426896
251	0.2129475473
252	0.212665397
253	0.212479648
254	0.2122529005
255	0.2119526128
256	0.211708767
257	0.2115505218
258	0.2113326803
259	0.2111550143
260	0.2109032
261	0.2105915172
262	0.210123205
263	0.2098612665
264	0.2096118943
265	0.2094055653
266	0.2092119752
267	0.2089788262
268	0.2087683657
269	0.2085913305
270	0.2082766994
271	0.2080206898
272	0.2079476358
273	0.2076924311
274	0.2074814511
275	0.207155762
276	0.2068601333
277	0.2066282276
278	0.2064956609
279	0.2062290103
280	0.2060795576
281	0.2059201396
282	0.2057298529
283	0.2055837527
284	0.205368963
285	0.2051065169
286	0.2049168286
287	0.204669763
288	0.2044484531
289	0.2042230288
290	0.2041090772
291	0.2038150977
292	0.2037117741
293	0.2034612305
294	0.2032418514
295	0.2031087072
296	0.2028481566
297	0.2025681028
298	0.202278968
299	0.2021715971
300	0.201895614
301	0.201652748
302	0.2014756626
303	0.2012700436
304	0.2010604803
305	0.2008852371
306	0.200786649
307	0.2005165164
308	0.2002108876
309	0.2000643964
310	0.1998864341
311	0.1997282214
312	0.1995273879
313	0.1993104476
314	0.198981021
315	0.198586467
316	0.1983489974
317	0.1981547644
318	0.1979944541
319	0.1978065898
320	0.1975046028
321	0.1973046594
322	0.1969010755
323	0.19674736
324	0.1965107264
325	0.1962385431
326	0.1960646373
327	0.1958233941
328	0.1956207984
329	0.1954802003
330	0.1952773664
331	0.1951128851
332	0.1949647761
333	0.1948370152
334	0.1946815954
335	0.1944942512
336	0.1944023195
337	0.1941630171
338	0.1939680242
339	0.1937424731
340	0.1935382826
341	0.1933834886
342	0.1930798455
343	0.1929694931
344	0.1927742515
345	0.1926852039
346	0.1925084092
347	0.1923232817
348	0.1920875772
349	0.1918768573
350	0.1916560636
351	0.1914749854
352	0.1912807613
353	0.1910658831
354	0.1908862019
355	0.1908002438
356	0.1906640191
357	0.1904378465
358	0.1901959215
359	0.1901086622
360	0.1899636272
361	0.1897841981
362	0.189624467
363	0.1895252731
364	0.1893327323
365	0.1890981544
366	0.1889174585
367	0.1887344777
368	0.1885253973
369	0.1883897215
370	0.1881669623
371	0.1880762488
372	0.1879481072
373	0.18777445
374	0.1875804222
375	0.1873474608
376	0.1870818107
377	0.1869018928
378	0.1866169869
379	0.1863733348
380	0.1862203401
381	0.1861048438
382	0.1859675082
383	0.1858069917
384	0.1856140127
385	0.185285389
386	0.1851593956
387	0.1848128576
388	0.1846524303
389	0.1844632427
390	0.1842927925
391	0.1840458304
392	0.1839220795
393	0.1837142241
394	0.183648217
395	0.1834461398
396	0.1832321951
397	0.1830929342
398	0.1829958885
399	0.1827268873
400	0.1826398736
401	0.1824097788
402	0.1823168487
403	0.1822056796
404	0.1820572256
405	0.1818386495
406	0.1815986365
407	0.181410586
408	0.1812249019
409	0.180931977
410	0.1807459556
411	0.1806371554
412	0.1805031996
413	0.1803899893
414	0.1802455821
415	0.1801244144
416	0.1799554148
417	0.1797554728
418	0.179573461
419	0.1794765014
420	0.1792831822
421	0.1791017665
422	0.1788554696
423	0.1786399249
424	0.1784056252
425	0.1781930523
426	0.1780247593
427	0.1779297735
428	0.1777220718
429	0.1775024502
430	0.177381243
431	0.1771786229
432	0.1770752069
433	0.1768599281
434	0.1767737746
435	0.1766086793
436	0.1763751993
437	0.1762382742
438	0.1761179549
439	0.17591909
440	0.1758033056
441	0.175624451
442	0.1753493609
443	0.1752502532
444	0.1750950227
445	0.1749424112
446	0.1748537713
447	0.1747484744
448	0.1746091165
449	0.1745356513
450	0.1744426836
451	0.1742857511
452	0.1740249416
453	0.1738760234
454	0.1737082129
455	0.1735513959
456	0.1733893158
457	0.173278962
458	0.1731152043
459	0.1730192008
460	0.1729372882
461	0.1727221638
462	0.1724731237
463	0.1723806438
464	0.1722496758
465	0.1721026976
466	0.1719176135
467	0.1718228624
468	0.1716568122
469	0.1714780536
470	0.1713954861
471	0.1712305841
472	0.1711454085
473	0.1710303083
474	0.1708922638
475	0.170812944
476	0.1706947756
477	0.1705241817
478	0.1703964384
479	0.1701533897
480	0.1700281155
481	0.1698261842
482	0.1696997444
483	0.1695725922
484	0.1693759141
485	0.1693045562
486	0.1691464625
487	0.1689789608
488	0.1688441235
489	0.168701384
490	0.1685657247
491	0.1684538966
492	0.1682716059
493	0.1681056731
494	0.168034724
495	0.167903036
496	0.1677272042
497	0.1676087202
498	0.1675555965
499	0.1674595826
500	0.1674002533
501	0.1671954907
502	0.1670060712
503	0.1669265256
504	0.1668032633
505	0.166729329
506	0.166551839
507	0.166361107
508	0.1662551489
509	0.1660869501
510	0.1659990852
511	0.1658661096
512	0.1657613447
513	0.1655999468
514	0.1655057165
515	0.1654376672
516	0.1652745575
517	0.1652031931
518	0.165090141
519	0.1649422157
520	0.1647217377
521	0.1646078205
522	0.1645179081
523	0.164400244
524	0.1642754519
525	0.1641913421
526	0.1640421263
527	0.1638963485
528	0.1637749583
529	0.1636266847
530	0.1635288952
531	0.1633936192
532	0.163155598
533	0.1629572796
534	0.1627766492
535	0.1625966322
536	0.1624737489
537	0.1623108295
538	0.1621770739
539	0.1620576363
540	0.1619364269
541	0.1618179932
542	0.1616609761
543	0.1615921016
544	0.1614961764
545	0.1613817007
546	0.1611680367
547	0.1611157029
548	0.161031119
549	0.1609184984
550	0.1608539664
551	0.1607175441
552	0.1605925596
553	0.1604511401
554	0.1602795251
555	0.1601265498
556	0.1599963277
557	0.1598159649
558	0.1597696493
559	0.1596931378
560	0.1595643049
561	0.1594455636
562	0.1592907349
563	0.1591947829
564	0.1590408815
565	0.1589195296
566	0.1588245254
567	0.1587490136
568	0.1586056228
569	0.1585479351
570	0.1584772465
571	0.1583892687
572	0.1582862666
573	0.1581847089
574	0.1580938984
575	0.1579962051
576	0.1578495185
577	0.1577240963
578	0.1576511169
579	0.1575820689
580	0.1574788469
581	0.1573811129
582	0.1572815826
583	0.1571709804
584	0.1570416495
585	0.156882073
586	0.1567486044
587	0.1565981254
588	0.1565374831
589	0.1564370832
590	0.1563063203
591	0.1561646173
592	0.1560729065
593	0.155932618
594	0.1558180259
595	0.1557498612
596	0.1556211907
597	0.1554846819
598	0.1553865452
599	0.1552370505
600	0.1551099416
601	0.1550050504
602	0.154917468
603	0.1548704888
604	0.15470707
605	0.1545735215
606	0.1544839251
607	0.1543576373
608	0.1542728414
609	0.1541780388
610	0.1540567614
611	0.1539615497
612	0.1538689007
613	0.1537797537
614	0.153505234
615	0.1533084237
616	0.153257883
617	0.1530914677
618	0.1530441912
619	0.1529222854
620	0.1527502006
621	0.1526925796
622	0.1526284838
623	0.1525684743
624	0.1524496245
625	0.1523830949
626	0.1522441793
627	0.1521672748
628	0.152046434
629	0.1519128185
630	0.1518265357
631	0.1517638245
632	0.1514972222
633	0.1514308612
634	0.1513778288
635	0.1512242693
636	0.1511314204
637	0.1510018367
638	0.150902165
639	0.1508062337
640	0.1506895401
641	0.150614706
642	0.15051811
643	0.1504331445
644	0.1503306241
645	0.1502155759
646	0.1501021376
647	0.1499673713
648	0.1498566371
649	0.1497414958
650	0.1496565519
651	0.1495224677
652	0.1494184535
653	0.1493549688
654	0.1491897665
655	0.1490883864
656	0.1490105036
657	0.1489017368
658	0.148792395
659	0.1486678154
660	0.1486170045
661	0.1484644807
662	0.1483710622
663	0.1482674021
664	0.1481175599
665	0.1479950267
666	0.1479399291
667	0.1478468507
668	0.1477541159
669	0.1476477368
670	0.1475553663
671	0.1473663012
672	0.1472510523
673	0.1471598943
674	0.1470682929
675	0.1469266192
676	0.1468711514
677	0.1468263194
678	0.1466969581
679	0.1466121761
680	0.1465259661
681	0.1463754899
682	0.1463096816
683	0.1462179815
684	0.14612997
685	0.1460276797
686	0.1459194573
687	0.1458109894
688	0.1456810155
689	0.1456288324
690	0.1455771227
691	0.1454556411
692	0.1454078435
693	0.1453342223
694	0.1452275006
695	0.1450795896
696	0.1449470428
697	0.1448857955
698	0.1448008706
699	0.1446998548
700	0.1445668438
701	0.1445030138
702	0.1444065234
703	0.1442927577
704	0.1442280514
705	0.1441520896
706	0.1440723858
707	0.1440151777
708	0.1439261402
709	0.1438326207
710	0.1437559395
711	0.1436791529
712	0.1435624188
713	0.1435079659
714	0.1434050827
715	0.1432986736
716	0.1432504443
717	0.1430945607
718	0.1430269005
719	0.1428608916
720	0.1427117848
721	0.1426234467
722	0.1425185357
723	0.1424727177
724	0.1423109529
725	0.1422440995
726	0.142060452
727	0.1419593266
728	0.1419108232
729	0.1418052857
730	0.1416976757
731	0.1416028485
732	0.1414749068
733	0.141383671
734	0.1412829216
735	0.1412209086
736	0.1411450531
737	0.1410747019
738	0.1409511395
739	0.140801431
740	0.1406734442
741	0.1406124566
742	0.1405238284
743	0.1404390208
744	0.1403798231
745	0.1403139976
746	0.1402313155
747	0.1401956589
748	0.1400991751
749	0.1400443417
750	0.1399827888
751	0.1398402857
752	0.1397878985
753	0.1396942687
754	0.1396256922
755	0.1395088003
756	0.139405619
757	0.1393147293
758	0.1392270079
759	0.1391482789
760	0.1390805928
761	0.1390217991
762	0.1389677888
763	0.1388336724
764	0.1387687345
765	0.1387150212
766	0.1386405262
767	0.1385470968
768	0.1384736285
769	0.1383675441
770	0.1382901814
771	0.1381681402
772	0.1380903214
773	0.1380399535
774	0.1379951797
775	0.1379553091
776	0.1378967912
777	0.1378515518
778	0.1376967188
779	0.1376242724
780	0.137512188
781	0.1374146506
782	0.1373395037
783	0.1372759366
784	0.1371965758
785	0.1371105778
786	0.1370040458
787	0.1369270314
788	0.1368299169
789	0.1367381733
790	0.1366657877
791	0.1365728864
792	0.1365143142
793	0.1364451424
794	0.1363913522
795	0.136343815
796	0.1362989987
797	0.136182223
798	0.1361370467
799	0.1360356996
800	0.1359927093
801	0.1358787965
802	0.1357545315
803	0.1356300763
804	0.1355535955
805	0.1354695713
806	0.1354109453
807	0.1353357883
808	0.1351917106
809	0.1351380228
810	0.1350346854
811	0.1350044713
812	0.1348691739
813	0.134789362
814	0.1347231938
815	0.1346067306
816	0.1345451232
817	0.1344848612
818	0.1344044884
819	0.1342820188
820	0.1342089829
821	0.1341555733
822	0.1341129767
823	0.1339727306
824	0.1339143013
825	0.1337542592
826	0.1337015107
827	0.1336656646
828	0.1335093342
829	0.1334445542
830	0.1333584973
831	0.1332564359
832	0.1331832167
833	0.1330689785
834	0.1329844306
835	0.1327916408
836	0.132694592
837	0.1326033428
838	0.1324754747
839	0.1324342396
840	0.1323164813
841	0.1322630862
842	0.1322099607
843	0.1321168856
844	0.1320876917
845	0.1320336354
846	0.1319699546
847	0.1319026761
848	0.1318046731
849	0.131685069
850	0.1316137375
851	0.1315135798
852	0.1314002682
853	0.1312564452
854	0.1310777661
855	0.130988646
856	0.1309534758
857	0.130877125
858	0.1308086551
859	0.130719637
860	0.1305439919
861	0.1304758426
862	0.1304010023
863	0.1303229624
864	0.1302798334
865	0.1302243378
866	0.130177037
867	0.1301334135
868	0.1300552649
869	0.1300101347
870	0.1299293701
871	0.1298545513
872	0.1297953706
873	0.1297032136
874	0.1296483158
875	0.1295510141
876	0.1294772554
877	0.1294179997
878	0.1293909007
879	0.1293122218
880	0.1292430289
881	0.1291446254
882	0.1290651999
883	0.1289435547
884	0.1288254833
885	0.1287355387
886	0.1286996885
887	0.1285971113
888	0.1285635344
889	0.1284412015
890	0.1283536905
891	0.1282688502
892	0.128187077
893	0.128124445
894	0.1280518031
895	0.1279838138
896	0.1279271682
897	0.1278380764
898	0.1277777836
899	0.1276959967
900	0.1276266251
901	0.1275484059
902	0.1274473399
903	0.1273695828
904	0.1273019191
905	0.1272115707
906	0.1270872466
907	0.1270329946
908	0.1269424352
909	0.1268637195
910	0.1267370335
911	0.1266662531
912	0.1266146737
913	0.1265121516
914	0.1264531894
915	0.1263231692
916	0.1262192608
917	0.126169542
918	0.1260890904
919	0.126012258
920	0.1258586201
921	0.1257997211
922	0.1256711179
923	0.1256075324
924	0.1255228389
925	0.1254683732
926	0.125358509
927	0.1253199661
928	0.1252393024
929	0.1251197674
930	0.1250414655
931	0.1249743142
932	0.1248235961
933	0.1247490922
934	0.1246670672
935	0.1245616315
936	0.1244846114
937	0.1243969506
938	0.1243423334
939	0.1242856718
940	0.1242301463
941	0.1241153908
942	0.1240527796
943	0.1239913745
944	0.123868889
945	0.123808745
946	0.1237302565
947	0.1236300403
948	0.1235413119
949	0.1234798964
950	0.1234342298
951	0.1233733866
952	0.1232855437
953	0.1232450766
954	0.1231809722
955	0.1231355588
956	0.1230725962
957	0.1229627285
958	0.1228706749
959	0.1228125687
960	0.1227479183
961	0.1226938404
962	0.1225941204
963	0.1224856506
964	0.1223775736
965	0.1223036373
966	0.1222367848
967	0.1221963458
968	0.1221253568
969	0.1219881673
970	0.1219309231
971	0.1218181054
972	0.1217315655
973	0.121630464
974	0.1215681335
975	0.1215094047
976	0.1214526762
977	0.1213745395
978	0.1212351152
979	0.1211713237
980	0.1210826845
981	0.1210543961
982	0.1210055983
983	0.1209140149
984	0.120826426
985	0.1207392319
986	0.1206178287
987	0.1205892492
988	0.1205034531
989	0.1204498676
990	0.1203933104
991	0.1203152714
992	0.1202885276
993	0.120212505
994	0.1201652128
995	0.1200916713
996	0.1200322694
997	0.119999097
998	0.1199271656
999	0.1198426408
